File,ZCR,RMS,Centroid,Bandwidth,Rolloff,AmpEnv_Mean,AmpEnv_Std,Spec_Mean,Spec_Std,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label
jazz.00078.wav,0.09586928412606342,0.11916989,2503.5410170407163,2598.597083896597,5155.861527515951,0.28652382,0.15283655,-57.845375,12.091888,-141.47614,70.87621,-0.5249314,33.563366,1.4298357,-9.16538,0.77252406,0.54355246,-9.180862,-2.561381,4.0683784,-2.233298,-0.69560075,0
jazz.00096.wav,0.07771677723801237,0.044383854,1873.8376247337778,2083.756432490637,4008.739667923434,0.11057087,0.060060833,-64.55895,13.513185,-277.2662,95.78777,-2.9489675,43.91847,1.9368119,22.255892,-6.1426473,22.457829,-12.839392,10.778211,-7.533521,3.594645,-5.0788703,0
jazz.00004.wav,0.04775035648685228,0.108704925,1039.4057429757265,1422.0398263486102,1837.7997661687934,0.24445,0.10800126,-68.994804,13.250295,-270.31265,137.58981,5.64002,42.490513,-7.95947,9.938035,-6.8108325,8.250217,-6.1824946,5.4758544,-5.4403186,-5.177866,-6.9937267,0
jazz.00008.wav,0.04626700865235885,0.11852421,1304.6447662986704,1636.732175415205,2724.341556699536,0.30475187,0.114528045,-62.953094,15.065715,-189.98236,134.4189,-25.65002,45.729492,8.180399,21.443512,-4.585944,14.390953,-12.663227,10.280889,-7.942295,-1.1352844,-5.053429,0
jazz.00072.wav,0.058720635150812064,0.11046993,1336.3546002724486,1554.5636044977155,2751.88673687645,0.26702738,0.14031872,-66.09911,14.746193,-202.82185,145.7447,-23.561142,47.848923,-14.353488,1.6448873,-7.065911,-11.128286,-4.6043057,-3.6093202,-3.7902675,2.0428383,0.8476412,0
jazz.00087.wav,0.04283468979601701,0.045787524,1846.8634833838028,2731.2712860932206,4332.179037213602,0.10111646,0.083702624,-69.25384,10.391982,-340.92114,89.82105,44.52626,28.849882,16.312696,10.603151,6.996853,0.83877164,6.085583,7.1257286,5.425999,2.7258344,9.359518,0
jazz.00097.wav,0.039907645736658934,0.021176668,1176.326568022795,1753.3771368323373,2344.729338112674,0.04386358,0.027108978,-73.37764,9.784661,-413.57648,118.27753,31.093847,40.150215,13.0943165,13.939776,-3.7187622,4.747173,-9.887995,-3.0664465,-6.288996,-3.6193843,-5.2701,0
jazz.00017.wav,0.08414373670726992,0.049843065,1934.3602751013964,2187.2734417477054,4327.366124836862,0.14064728,0.11054869,-63.105396,12.893269,-233.11557,105.91353,-2.6636262,37.423096,-8.166696,15.727241,-15.060575,8.37382,-16.369574,8.638241,-9.372576,7.094328,-5.99686,0
jazz.00019.wav,0.05545069907675947,0.050191432,1352.8857477220745,1715.0484721550633,2713.250208454176,0.14478263,0.054865442,-62.93058,14.116017,-267.31512,129.0458,-14.71859,41.268223,-1.0152897,22.954588,-8.12934,11.185736,-9.07311,11.3224125,-5.5022397,13.576353,-1.1756657,0
jazz.00051.wav,0.042435530259087396,0.069750376,1193.6599936500752,1559.708376046556,2479.890572886456,0.17313936,0.128008,-66.51852,13.960232,-260.92548,138.5347,-16.334736,49.145832,-5.2526445,19.349972,2.2014174,5.547832,-7.8814015,-0.20591289,-1.6223303,-1.7267847,3.9365227,0
jazz.00089.wav,0.06275188212973705,0.045032978,1787.7638893804722,2485.50184386976,3905.2287444714325,0.10532978,0.07446959,-68.61711,10.180916,-322.4348,90.67423,27.020731,37.843826,19.696077,4.6111484,3.0710325,7.9741745,1.9310689,2.082464,0.44003138,4.8904376,13.061074,0
jazz.00075.wav,0.12648901235015467,0.14688885,2902.237371028965,2854.7296978197974,6196.799548651392,0.40778995,0.17100322,-51.8324,10.751041,-78.206566,63.23094,-1.6779568,21.02095,4.4600124,-3.5970638,-1.5601112,-3.075889,-6.0766606,-1.953726,1.7829208,-1.2087541,0.94777787,0
jazz.00036.wav,0.09950288210556844,0.080526754,1481.5814852961128,1411.8576431665483,2657.4937010585845,0.24275811,0.13118458,-63.10463,16.202145,-196.93747,152.82791,-36.87057,41.80115,-8.697372,4.414522,-11.569147,1.4216535,-14.735709,0.47330478,-10.165451,-6.9279656,-6.249939,0
jazz.00058.wav,0.099600311774942,0.080529675,1545.8301777915788,1580.916969126098,2722.1682519757833,0.24273685,0.13116029,-62.118492,15.436476,-190.61761,144.0196,-28.387869,33.796574,-1.2907628,-2.2981575,-5.6472545,-3.6466978,-10.5329075,-2.8500466,-7.7049165,-8.587104,-5.3027043,0
jazz.00056.wav,0.11474045973557692,0.19825299,2976.3136721854653,3035.9683679183013,6860.818077674279,0.49999475,0.10792783,-47.786278,9.886498,-37.92366,65.09798,14.327614,21.301477,7.4935293,6.316901,1.9001935,6.5574055,-2.9158833,5.5678763,2.4430566,2.9960213,0.5928096,0
jazz.00002.wav,0.05785736296403712,0.08082792,1064.7190883164435,1050.3578731864725,1895.8628076964908,0.23699673,0.13198698,-67.11774,16.848701,-256.9818,175.33954,-44.81545,25.638649,-4.25749,-0.22635283,-11.3197775,-9.186364,-4.102288,-8.3070135,-22.554071,-7.60941,-7.656197,0
jazz.00094.wav,0.04150088517498066,0.03976792,1077.2680007298775,1539.2702937086358,2111.702776065835,0.087281644,0.04709376,-71.072586,11.858325,-366.40802,131.7068,16.492437,36.311737,5.05857,14.669265,-6.169326,4.7203755,-9.589378,-1.2988946,-2.697992,1.5731221,-2.2846935,0
jazz.00018.wav,0.08770822759570766,0.052224174,1993.4129867783474,2127.1930773765243,4248.252836789443,0.16038257,0.062354077,-56.632256,14.252335,-192.11354,105.56805,-26.025105,40.168938,-6.6581745,26.505718,-10.3861,18.47399,-13.997672,14.939583,-12.698397,9.578539,-5.196666,0
jazz.00014.wav,0.06491837055297757,0.039290268,1171.8345898377142,1278.0267644982482,2019.0500493945765,0.097748324,0.08972718,-71.63394,12.552272,-358.2756,137.95386,-10.996048,20.851852,1.9459163,-3.4097786,-11.533094,-3.2747328,-11.018583,-8.387629,-7.478257,-0.9960915,-6.7370706,0
jazz.00033.wav,0.04233319134280743,0.06974877,1169.4396755831438,1498.6352447669817,2443.793730060905,0.17311126,0.12800473,-66.61601,14.006981,-261.82486,139.53577,-17.112347,49.890068,-5.8632746,19.849518,1.8529809,5.7118235,-7.836344,-0.42400128,-1.2595353,-2.1943364,4.4571304,0
jazz.00000.wav,0.07841653373936582,0.046740487,1503.9322999254405,1754.3003588891916,2799.366367278132,0.12678622,0.11198941,-64.70355,15.49047,-252.09982,137.90314,-11.12893,8.363254,0.7312536,1.5888377,-3.731885,-4.1349125,-5.4992824,-2.6316204,-3.5324266,-3.143262,-1.8463441,0
jazz.00006.wav,0.048039624419953596,0.098547824,1219.5124856006728,1458.8753959039157,2416.473374510586,0.25552297,0.12676264,-64.29738,16.05522,-234.40953,142.74026,-14.2967205,51.963947,-8.197965,12.785138,-4.2762494,12.085669,-13.715138,-1.5637431,-3.9804888,4.9272647,-3.9477925,0
jazz.00029.wav,0.09937373114849188,0.03632046,2235.248011846126,2259.068865089602,4683.488333363544,0.107369475,0.05247545,-55.93522,14.227953,-232.95944,93.831406,-16.192348,49.591522,-13.951524,13.50087,-11.832385,13.296763,-25.825914,17.382801,-13.31809,9.286801,-5.494769,0
jazz.00081.wav,0.10012748936581593,0.043226168,3026.5185290322397,3302.3417210018733,7277.273396715487,0.116421,0.059386954,-53.24645,11.142537,-228.37268,67.55174,37.07074,21.323814,17.05992,10.132071,10.780065,8.01709,2.0439801,0.2831209,2.4854753,3.8430884,1.5900073,0
jazz.00069.wav,0.08750241686001546,0.111734815,2011.3793005237949,2227.911724332324,3914.071846450841,0.2986953,0.13313985,-55.800056,12.693565,-159.17877,92.01376,-16.731047,27.372528,6.108614,3.2374399,7.151189,4.027298,3.5904977,3.537207,-0.58022815,-3.7204585,-4.718692,0
jazz.00071.wav,0.04257072336620263,0.10030232,971.5184947924217,1301.6314592279884,1795.6992731293503,0.25408086,0.09531216,-65.64958,15.286487,-228.37425,170.4156,-16.073599,43.94548,1.0996212,3.997021,1.0797172,-7.2045374,-12.516271,-4.418202,-6.0617275,-1.3315176,-3.1522162,0
jazz.00021.wav,0.18137212695765662,0.047954846,2915.2020776967365,2420.424422331274,5865.116609719403,0.15089293,0.076837175,-49.845867,15.414259,-174.72078,75.8943,-12.799819,52.615498,-29.40738,22.755056,-22.368855,18.625555,-24.709671,21.171358,-13.808962,13.011256,-7.8632345,0
jazz.00030.wav,0.08464938913863108,0.029581375,1687.9309171434147,1762.9877729056138,3354.8497317285382,0.07415299,0.037476487,-61.723087,15.083812,-319.02478,115.672615,-23.037462,52.595093,-12.8111315,14.634927,-8.212764,0.30544892,-23.86931,10.836663,-9.588441,7.4765005,-4.249779,0
jazz.00044.wav,0.04966836148975251,0.08646611,1004.7574201659099,1246.8335111965353,1811.2538065545243,0.15770507,0.078925304,-66.702576,15.141133,-246.96924,168.01538,-19.797491,21.995052,-0.73890436,15.092532,-1.2764797,4.740402,-2.0533223,6.5338626,-1.3891007,5.62546,-0.285667,0
jazz.00063.wav,0.09874629682721713,0.16242883,2481.5395079724226,2688.38335845447,5553.985987672018,0.4354586,0.12288706,-46.214565,10.514052,-50.615826,85.04832,3.5498576,22.806696,-1.5829428,6.1165333,2.3547208,3.6508038,-1.8693411,4.322984,1.039942,0.79456073,-0.7855245,0
jazz.00092.wav,0.07547665011117556,0.053534985,2215.267218635689,2795.00303259973,5026.545733033643,0.11509238,0.08117605,-63.978058,10.330394,-294.05438,84.63629,39.074047,28.610287,14.117953,1.0143458,7.343283,5.2076178,-3.7476375,-5.045501,2.2260773,-0.5776967,4.209762,0
jazz.00011.wav,0.0768886250483372,0.07116314,1825.7919934436604,2108.13361927364,4011.2377193300463,0.2107459,0.116952956,-60.157967,13.735126,-192.50862,113.1928,-6.349792,39.581062,-9.180212,17.197966,-19.102737,12.200302,-15.4702015,9.694097,-10.955244,12.916771,-7.2863307,0
jazz.00067.wav,0.054932207076566125,0.13801786,1353.9940370892978,1567.0213086501287,2830.3671852341936,0.31462884,0.08266147,-63.49516,15.255255,-177.28923,144.32109,-17.24832,55.66755,-21.235043,0.3485291,-1.5764664,-10.412312,-5.180942,-0.51025313,-8.733682,3.8595126,-7.9607005,0
jazz.00066.wav,0.0883246111723543,0.17286155,1579.597166735635,1854.2680441845785,2967.9326156897046,0.4380466,0.10561527,-56.85521,13.771035,-118.444305,122.29463,-12.950322,26.842342,4.370559,6.8966103,-6.8170652,-0.3957851,-8.276583,-5.0274334,-4.3593554,0.33117342,-4.525175,0
jazz.00038.wav,0.06639416569992267,0.0977495,1554.348779839451,1774.8728276480142,3216.3660885839618,0.25927877,0.11559215,-59.61368,15.059343,-179.60382,124.33756,-29.747341,45.366802,-10.197358,17.78607,-8.814063,12.764595,-10.758047,8.61604,-12.397631,3.39003,-12.025345,0
jazz.00091.wav,0.15147972254447023,0.040916957,2959.1578862773017,2832.7603174225164,6065.55192774797,0.09623597,0.061708078,-60.83643,11.557872,-299.35794,60.76391,32.084476,25.690987,7.444089,-1.2945148,1.8584757,5.254534,-5.537015,-3.092252,3.6521976,-2.3015044,0.8900211,0
jazz.00010.wav,0.03306037920533643,0.06414246,829.6061468763725,1037.8346398077852,1554.3458730604698,0.17244186,0.14797433,-70.34722,14.907961,-318.75613,162.64056,-16.489927,39.12443,31.428146,15.258032,-0.6904927,5.800407,-8.641589,-4.0020485,1.3683021,0.07209229,-3.1007144,0
jazz.00022.wav,0.051224215124709975,0.05047974,1451.862124297044,1920.2708432790446,3047.4311987927786,0.12608856,0.060358502,-67.662605,11.903281,-298.75613,112.07626,6.4888177,28.38917,-6.7709866,16.645588,-11.807552,12.744363,-8.340971,13.893223,-4.237726,2.317613,-4.3295827,0
jazz.00052.wav,0.07725502618178325,0.1882998,2289.4808402193494,2592.510132215596,5243.550127456044,0.44102517,0.14042102,-54.92049,11.683823,-91.53226,82.66672,12.093825,36.692665,-0.77322334,13.448074,5.6481614,9.667837,-3.7435045,1.8151721,1.5047323,1.2590992,0.8051054,0
jazz.00007.wav,0.06482660539926527,0.093775615,1169.7729218908673,1355.2739051651251,1958.322419699826,0.2154142,0.11482041,-69.44215,13.148849,-291.9705,137.69984,2.6473362,35.658165,-12.313128,15.60498,-6.7887726,-2.8450751,-3.7737763,-3.4614394,-1.7078484,10.411185,8.302555,0
jazz.00009.wav,0.03168654534029389,0.085318066,749.4465657215494,1211.2293162151411,1134.090358088022,0.1929428,0.068727486,-68.91012,13.3143835,-296.7094,172.36177,16.870981,18.944475,1.371419,14.397394,1.0102302,9.526041,-7.4072003,3.5161068,-7.660177,-0.1054814,-7.948271,0
jazz.00053.wav,0.07952338009957463,0.13001709,1804.7976374158895,1861.9248653104196,3646.755365429234,0.36784205,0.14026539,-57.03449,15.645832,-141.05447,110.755295,-27.479687,51.97261,-8.6598015,28.612816,-1.6032472,9.656118,-11.177464,6.511756,-9.40914,-0.123499565,-4.9262433,0
jazz.00016.wav,0.06984498864075793,0.060548145,1465.858099684535,1738.8147828826818,2822.465015951276,0.1626272,0.11320007,-66.480995,13.029547,-259.90985,123.19317,-6.395086,37.57145,-2.9789445,13.065518,-14.084049,5.309153,-11.972437,3.51741,-9.638736,5.3370905,-7.83725,0
jazz.00005.wav,0.057875111779775716,0.107499525,1268.2111446452006,1545.968620055585,2486.5520433040892,0.28014052,0.14524826,-67.87024,14.177075,-246.27443,120.21053,-0.9766388,30.696602,0.17293616,23.16143,0.4313876,9.16699,-0.56214124,5.726498,-3.753218,4.230339,-0.28523368,0
jazz.00086.wav,0.26163718097447797,0.052383415,4135.738578404693,3220.6479293446114,8257.483788156178,0.16245021,0.0703949,-44.677647,10.21697,-156.65346,22.764954,10.47278,24.15443,10.140676,2.9690418,2.4916868,0.48640978,2.690116,1.2295191,3.3203454,-7.8132577,1.1047308,0
jazz.00046.wav,0.05863604505027069,0.11046955,1295.2393474800779,1446.1536900917415,2695.60563868547,0.2670271,0.1403487,-66.25424,14.850775,-204.23126,147.6004,-25.210434,49.35248,-15.658071,2.7013888,-7.84962,-10.641352,-4.8027873,-3.6693342,-3.5079243,1.5647384,1.4762617,0
jazz.00060.wav,0.05241074233855375,0.10660699,1427.9245373060999,1887.552795508065,2730.2785922092517,0.2840518,0.12860568,-64.671776,12.753992,-190.4065,129.51292,-7.8296256,20.722414,2.1996531,7.790333,6.1863093,1.3470622,-1.596029,2.017078,-1.9909496,1.1614685,-1.3529067,0
jazz.00037.wav,0.05150064348897912,0.10659271,1276.651309911721,1570.6844362523168,2468.549419500435,0.28383288,0.12853386,-66.00136,13.54525,-198.47012,140.68791,-18.40507,30.508652,-6.6951494,15.7164755,-0.7360026,7.2920203,-6.588791,6.0721865,-5.131031,3.4454892,-2.8457658,0
jazz.00041.wav,0.10058782567188708,0.07820094,1617.4093844354438,1568.4366650433115,3103.562413899362,0.22792244,0.13067232,-63.803715,16.069841,-216.33937,135.02339,-35.487026,61.59968,-14.557851,11.047007,1.2091343,10.954965,-8.300718,-1.4434432,0.11894784,8.277707,-4.579705,0
jazz.00026.wav,0.05861036591260634,0.03193886,1367.435200194705,1638.9549228243259,2631.480659077726,0.05200776,0.030045995,-68.53164,12.2104,-414.08255,104.827614,-7.8329196,37.852913,0.19328839,23.407959,-7.2962813,5.744218,-1.0660863,8.488759,-5.5004673,0.877302,-1.4534107,0
jazz.00001.wav,0.059293884135730855,0.022786215,1266.4884313587363,1691.2917034209945,2410.6862220852668,0.060404647,0.045078576,-64.459755,15.516409,-345.75772,146.97388,-0.50894165,22.634275,5.8155456,10.363343,-0.15792406,-1.7160186,-6.119844,-0.522886,1.0385453,1.2205255,-1.9355482,0
jazz.00070.wav,0.05004033135150812,0.08647344,1117.2614806332522,1545.152703760625,1956.4655348209108,0.15729244,0.07760899,-65.38224,14.521094,-237.89583,155.84558,-9.223945,13.184577,6.6045504,8.891064,3.9869585,0.26179367,1.750626,3.356517,1.1839763,3.6197555,1.1614976,0
jazz.00059.wav,0.03801713930407464,0.18228659,1391.5959542659566,2133.0459484799926,2913.9606228877096,0.3880771,0.1457225,-63.5907,12.278592,-179.79295,114.698,28.397093,36.0584,11.13554,12.761848,3.7982714,8.478696,-0.06284362,5.388269,1.0202453,2.6880953,-3.727063,0
jazz.00076.wav,0.06870037884280743,0.119098485,1733.7356811346049,2068.2160498614826,3379.9718020410382,0.2726753,0.14016768,-59.66656,13.35164,-154.33812,110.678246,-22.296112,21.155048,4.270861,4.751124,-4.084911,-1.0139267,-6.4087467,-9.243102,-3.6306064,-5.5059047,0.53899264,0
jazz.00057.wav,0.06185877682714617,0.07809878,1378.6753716271073,1773.7599612811105,2584.991922400667,0.15275306,0.08007266,-67.17693,13.01122,-248.04065,125.96372,-12.627049,30.244604,-1.0868208,-2.2237856,1.9342353,0.23698266,2.6991632,-4.4125104,-6.465382,-6.510919,-3.995319,0
jazz.00099.wav,0.046179019842420725,0.0392551,1492.5309939204085,2014.4559100407412,3377.149003951566,0.08818194,0.04674829,-66.77042,12.3237095,-315.03824,112.72009,9.759592,38.984005,3.9417918,20.022207,-7.2148595,15.278688,-13.678443,10.154263,-4.878445,4.704112,-2.7004828,0
jazz.00080.wav,0.14034857163573086,0.07571336,3029.524006692204,2829.078711471935,6202.203666527697,0.23089184,0.083851516,-44.049683,10.615344,-117.26823,56.985897,-2.100188,35.6115,4.7055225,3.8937654,11.592541,6.0795307,0.58258206,2.2728043,2.699062,-1.8532667,1.6794043,0
jazz.00023.wav,0.08013779123163187,0.08778412,1988.7524361987316,2100.2888334462386,4317.182401935905,0.2199678,0.092937894,-59.922855,13.9285965,-188.1169,98.61235,-11.277219,47.221462,-20.34147,18.78427,-15.795817,13.686597,-15.463713,17.43076,1.0079583,18.28063,4.641811,0
jazz.00061.wav,0.09425926647640061,0.23172186,2455.008879715117,2656.8714376589696,5469.5079601460575,0.5710772,0.104257435,-48.548084,11.09684,-23.793098,82.98356,2.3204923,29.46328,6.617261,6.4766674,-0.7065423,6.2216444,-3.372559,5.657924,-0.3649514,3.1989357,-0.21585414,0
jazz.00043.wav,0.08571960496423048,0.11169214,1761.2131331366036,1793.1994885944387,3462.7322451421114,0.29818404,0.13321678,-58.928944,15.316235,-173.19873,111.66873,-35.907608,45.83885,-11.437211,19.691479,-8.076202,17.946383,-8.960497,14.693592,-10.340895,4.678985,-11.800859,0
jazz.00003.wav,0.044649978248259864,0.05944417,813.4170141933286,1059.436025497951,1416.9114115066704,0.15831734,0.10284538,-68.439766,15.806133,-297.30292,193.07446,10.171171,-1.5964475,3.3883607,9.993822,-7.2564507,4.6935673,-5.391065,-2.8595288,-10.230401,0.3792567,-4.969516,0
jazz.00050.wav,0.08126299096903669,0.19040252,2486.0099199626684,2760.0110054655725,5797.288135213589,0.4489146,0.07378247,-46.7828,10.694334,-54.897827,77.32104,8.338181,31.679045,11.31049,11.7354355,7.8756256,13.472068,-2.214122,5.5905604,1.5235485,7.4191575,-0.9225682,0
jazz.00048.wav,0.07930246398878577,0.058648378,1748.3486883454468,1947.9220004793158,3685.416874365574,0.15618092,0.06526053,-58.63681,14.811323,-204.78166,117.437454,-20.93583,42.01605,-10.355554,19.221495,-11.642017,7.983561,-20.268,8.788082,-11.700527,5.1742787,-11.235282,0
jazz.00047.wav,0.09353588130800464,0.05389259,1981.9823821841665,2145.059569858149,4262.017100039879,0.13820668,0.06539738,-56.38571,14.686589,-201.77866,109.287796,-15.506362,44.262638,-11.043766,18.838415,-11.305835,18.402468,-18.90308,11.213676,-11.905747,6.9541726,-11.655337,0
jazz.00090.wav,0.054141818324632635,0.06135448,1875.1521594572132,2569.4886461121373,4292.518307714618,0.1516669,0.05554764,-56.252007,10.966685,-217.63109,105.63394,19.312328,28.34839,8.654819,0.14195953,6.3652163,-2.540636,-12.9904175,-11.146647,-6.156669,-7.739082,0.42071098,0
